Group/Investment,Ticker,Inception Date,Morningstar Category,Index,Analysis Date,Analyst Rating,People Rating,Process Rating,Parent Rating,Performance Rating,Price Rating,Star Rating,Prospectus Adjusted Operating Expense Ratio,Morningstar Fee Level Rank - Distribution,Fund Size,Fund Size Rank,Est Fund-Level Net Flow 1 Yr,Est Fund-Level Net Flow 1 Yr Rank,Est Fund-Level Net Flow 3 Yr,Est Fund-Level Net Flow 3 Yr Rank,Est Fund-Level Net Flow 5 Yr,Est Fund-Level Net Flow 5 Yr Rank,Flows % 1 Yr,Flows % 1 Yr Rank,Manager Tenure - Longest,Manager Tenure - Longest Rank,Manager Tenure - Average,Manager Tenure - Average Rank,Manager Ownership Level,12 Mo Yield,12 Mo Yield Rank,Eff Duration,Eff Duration Rank,Credit Qual AAA %,Credit Qual AAA Rank,Credit Qual AA %,Credit Qual AA Rank,Credit Qual A % ,Credit Qual A Rank,Credit Qual BBB %,Credit Qual BBB Rank,Credit Qual BB %,Credit Qual BB Rank,Credit Qual B %,Credit Qual B Rank,Credit Qual CCC %,Credit Qual CCC Rank,Credit Qual NR %,Credit Qual NR Rank,% Asset in Top 10,% Asset in Top 10 Rank,# of Holdings ,# of Holdings Rank,Government %,Government Rank,Government Related % ,Government Related Rank,Corporate Bond %,Corporate Bond Rank,Agency MBS %,Agency MBS Rank,Nonagency RMBS %,Nonagency RMBS Rank,CMBS % ,CMBS Rank,ABS %,ABS Rank,Cash & Equivalents % ,Cash & Equivalents Rank,3 Yr Return,3 Yr Return Rank,3 Yr Std Dev,3 Yr Std Dev Rank,3 Yr Sharpe Ratio,3 Yr Sharpe Ratio Rank,3 Yr Alpha,3 Yr Alpha Rank,3 Yr Beta,3 Yr Beta Rank,3 Yr R2,3 Yr R2 Rank,3 Yr Max Drawdown,3 Yr Max Drawdown Rank,5 Yr Return,5 Yr Return Rank,5 Yr Std Dev,5 Yr Std Dev Rank,5 Yr Sharpe Ratio,5 Yr Sharpe Ratio Rank,5 Yr Alpha,5 Yr Alpha Rank,5 Yr Beta,5 Yr Beta Rank,5 Yr R2,5 Yr R2 Rank,5 Yr Max Drawdown,5 Yr Max Drawdown Rank,10 Yr Return,10 Yr Return Rank,10 Yr Std Dev,10 Yr Std Dev Rank,10 Yr Sharpe Ratio,10 Yr Sharpe Ratio Rank,10 Yr Alpha,10 Yr Alpha Rank,10 Yr Beta,10 Yr Beta Rank,10 Yr R2,10 Yr R2 Rank,10 Yr Max Drawdown,10 Yr Max Drawdown Rank,15 Yr Return,15 Yr Return Rank,15 Yr Std Dev,15 Yr Std Dev Rank,15 Yr Sharpe Ratio,15 Yr Sharpe Ratio Rank,15 Yr Alpha,15 Yr Alpha Rank,15 Yr Beta,15 Yr Beta Rank,15 Yr R2,15 Yr R2 Rank,15 Yr Max Drawdown,15 Yr Max Drawdown Rank,IR Shock Oct 2010 - Jan 2011,IR Shock Oct 2010 - Jan 2011 Rank,Eurozone Crisis June - Sep 2011,Eurozone Crisis June - Sep 2011 Rank,Taper Tantrum May - Aug 2013,Taper Tantrum May - Aug 2013 Rank,EM LC Sell-Off Sep - Dec 2014,EM LC Sell-Off Sep - Dec 2014 Rank,HY Sell-Off June 2015 - Feb 2016,HY Sell-Off June 2015 - Feb 2016 Rank,IR Shock Aug - Dec 2016,IR Shock Aug - Dec 2016 Rank,IR Shock 2018 Jan - Oct 2018,IR Shock 2018 Jan - Oct 2018 Rank,EM LC Sell-Off April - Oct 2019,EM LC Sell-Off April - Oct 2019 Rank,HY Equity Sell-Off Oct - Dec 2018,HY Equity Sell-Off Oct - Dec 2018 Rank,2008 Return,2008 Return Rank,2009 Return,2009 Return Rank
SPDR® Portfolio Long Term Treasury ETF,SPTL,5/23/07,US Fund Long Government,Yes,,,,,,,,4.00,0.06,,"2,316,314,318.00",39,"1,240,757,028.50",18,"1,847,780,272.30",25,"2,175,187,504.86",31,110.09,1,4.75,61,3.08,78,Orhan Imer [$0 - None];Cynthia Moy [$0 - None];Joanna Madden [$0 - None];,2.56,47,17.98,38,100.00,1,0.00,13,0.00,13,0.00,13,0.00,7,0.00,13,0.00,1,0.00,13,32.46,67,51,34,99.99,22,0.00,22,0.00,15,0.00,50,0.00,15,0.00,15,0.00,15,0.01,92,1.26,27,9.80,60,0.03,40,-0.15,40,1.01,53,100.00,1,-14.81,67,5.61,61,10.35,69,0.49,23,-0.14,39,1.02,69,-14.81,61,100.00,1,6.42,64,10.93,55,0.58,37,-0.24,37,1.02,55,99.98,1,-16.05,28,,,,,,,,,,,,,,,-10.19,39,22.20,54,-11.61,23,6.53,39,7.70,57,-13.96,38,-8.69,69,-5.57,65,4.18,65,24.15,46,-12.86,55
T. Rowe Price US Treasury Long-Term I,PRUUX,5/3/17,US Fund Long Government,No,,,,,,,,3.00,0.19,17,"5,460,047,749.00",17,"-790,061,973.18",100,"4,525,385,507.88",19,"4,567,517,652.19",16,-11.88,88,15.75,6,15.75,1,"Brian J. Brennan [$10,001 - $50,000]",2.58,35,18.12,31,100.00,1,0.00,13,0.00,13,0.00,13,0.00,7,0.00,13,0.00,1,0.00,13,42.61,45,78,17,96.06,78,0.00,22,0.00,15,3.08,29,0.00,15,0.00,15,0.00,15,0.87,29,1.06,73,9.80,67,0.01,80,-0.35,86,1.01,67,99.44,34,-14.78,60,5.15,77,10.39,61,0.45,100,-0.58,92,1.02,61,-14.78,54,99.34,46,5.96,73,10.90,64,0.54,73,-0.63,73,1.02,64,99.33,28,-16.97,64,6.18,80,10.70,60,0.49,60,-0.49,60,1.01,60,-16.97,60,99.16,20,-10.33,54,21.83,69,-12.07,39,5.60,77,7.77,50,-14.06,44,-8.44,44,-5.20,53,4.24,59,23.26,55,-10.90,28
Vanguard Extended Duration Trs Idx Instl,VEDTX,11/28/07,US Fund Long Government,Yes,,,,,,,,3.00,0.06,5,"2,561,659,693.00",34,"394,153,512.91",35,"952,627,425.98",38,"1,053,151,855.25",46,18.18,53,6.42,45,6.42,45,William D. Baird [$0 - None];Joshua C. Barrickman [$0 - None];,2.60,30,24.19,13,100.00,1,0.00,13,0.00,13,0.00,13,0.00,7,0.00,13,0.00,1,0.00,13,18.29,89,81,12,100.00,15,0.00,22,0.00,15,0.00,50,0.00,15,0.00,15,0.00,15,0.00,100,1.00,86,14.15,14,0.04,14,-0.08,20,1.46,14,98.74,60,-20.41,86,7.84,8,15.98,16,0.49,8,-0.09,16,1.56,16,-20.87,92,98.46,69,8.73,10,19.07,10,0.51,100,-1.54,100,1.74,10,95.41,82,-27.18,91,,,,,,,,,,,,,,,-19.94,84,45.89,16,-18.11,84,10.95,8,11.59,8,-20.07,93,-12.28,87,-7.93,88,4.86,1,55.52,1,-36.65,100
Vanguard Long-Term Treasury Admiral,VUSUX,2/12/01,US Fund Long Government,No,,,,,,,,4.00,0.10,10,"3,751,981,027.00",23,"-9,089,356.80",70,"-576,605,619.10",93,"76,113,588.07",84,-0.24,70,4.50,72,4.50,67,Gemma Wright-Casparius [$0 - None],2.72,6,17.17,69,99.25,87,0.00,13,0.00,13,0.00,13,0.00,7,0.00,13,0.00,1,0.75,1,34.25,56,61,23,96.57,57,2.22,15,0.00,15,0.46,43,0.00,15,0.00,15,0.00,15,0.75,36,1.16,47,9.84,40,0.02,60,-0.25,60,1.02,40,99.44,40,-14.60,40,5.63,54,10.65,46,0.48,61,-0.22,54,1.04,46,-14.60,39,99.37,31,6.42,55,11.15,46,0.57,46,-0.32,46,1.04,46,99.39,10,-16.56,55,6.57,60,10.92,40,0.51,40,-0.22,40,1.03,40,-16.56,40,99.43,1,-10.39,61,22.28,46,-12.14,54,6.40,54,8.18,36,-14.06,50,-8.57,62,-5.18,35,4.38,35,22.69,64,-11.94,46
Vanguard Long-Term Treasury Idx Admiral,VLGSX,3/1/10,US Fund Long Government,Yes,,,,,,,,3.00,0.07,6,"2,736,834,493.00",28,"837,168,226.73",24,"1,530,432,387.69",31,"2,276,500,866.60",23,44.07,24,6.42,45,6.42,45,Joshua C. Barrickman [$0 - None],2.53,53,17.53,56,99.29,81,0.00,13,0.00,13,0.71,7,0.00,7,0.00,13,0.00,1,0.00,13,34.07,61,51,34,99.97,29,0.00,22,0.00,15,0.00,50,0.00,15,0.00,15,0.00,15,0.03,85,1.26,20,9.81,53,0.03,34,-0.15,34,1.01,60,99.50,14,-14.34,34,5.64,46,10.54,54,0.49,31,-0.17,46,1.03,54,-14.34,31,99.42,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.99,31,21.95,61,-12.01,31,6.24,61,8.23,22,-13.91,31,-8.45,50,-5.14,30,4.43,24,,,,
Wasatch-Hoisington US Treasury,WHOSX,12/8/86,US Fund Long Government,No,3/17/19,Neutral,Neutral,Neutral,Positive,Neutral,Negative,3.00,0.70,74,"333,711,566.00",67,"-10,945,427.64",76,"-109,726,235.14",75,"80,350,126.22",77,-3.04,76,23.00,1,10.00,6,"Van Robert Hoisington [$1,000,001 and above];Van R. Hoisington [$100,001 - $500,000];David M. Hoisington [$10,001 - $50,000];",1.96,94,21.75,19,99.71,75,0.00,13,0.00,13,0.00,13,0.00,7,0.00,13,0.00,1,0.29,7,99.71,6,9,100,99.71,43,0.00,22,0.00,15,0.00,50,0.00,15,0.00,15,0.00,15,0.29,71,0.67,100,12.44,20,0.00,86,-0.56,100,1.29,20,99.50,20,-19.19,80,6.08,23,12.95,23,0.45,92,-0.69,100,1.27,23,-19.19,77,99.52,16,7.04,19,14.49,19,0.51,91,-1.29,91,1.35,19,98.50,55,-21.35,82,7.49,1,14.86,1,0.47,100,-0.91,100,1.39,1,-22.56,100,97.95,60,-15.21,77,31.97,23,-14.22,77,8.50,23,7.33,64,-17.11,81,-11.74,81,-7.79,82,4.16,70,37.77,19,-22.56,82
AdvisorShares FolioBeyond Smt Cor Bd ETF,FWDB,6/20/11,US Fund Multisector Bond,No,,,,,,,,3.00,1.41,,"5,816,624.00",97,"-12,676,000.00",53,"-14,562,500.00",52,"-17,446,000.00",43,-68.66,97,0.25,96,0.25,96,Robert M. Parker [NA - New Manager],4.28,46,6.15,4,13.25,67,0.01,91,1.40,97,12.61,81,23.98,21,20.75,21,12.98,6,15.02,8,99.01,5,9,94,8.77,62,0.00,69,29.45,66,0.00,80,0.00,71,0.00,73,0.00,86,2.16,74,3.85,76,3.56,25,0.67,78,1.20,83,0.86,12,46.03,25,-3.46,69,2.95,53,3.69,40,0.56,56,-0.13,81,0.97,6,-3.93,32,53.60,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.05,96,-2.08,63,-1.73,28,-1.73,88,-1.47,60,-0.94,66,-3.28,89,,,,
Advisory Research Strategic Income,ADVNX,12/31/12,US Fund Multisector Bond,No,,,,,,,,3.00,0.90,52,"10,526,677.00",93,"-371,921.22",45,"-1,869,535.43",45,"-93,913,003.45",57,-3.41,47,6.58,41,6.00,30,"Bruce M. Zessar [$100,001 - $500,000];Adam M. Dabrowski [$10,001 - $50,000];",3.53,68,,,,,,,,,,,,,,,,,,,29.26,36,85,75,21.79,29,0.00,69,49.55,30,0.00,80,0.00,71,0.00,73,0.01,84,7.07,29,3.32,86,2.96,56,0.63,83,0.72,89,0.82,16,60.91,13,-2.99,56,3.31,38,2.97,68,0.80,32,0.65,49,0.77,32,-2.99,14,51.38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.72,87,0.57,11,-1.17,26,-2.48,94,-1.61,64,-0.30,49,-1.27,41,,,,
AIG Strategic Bond A,SDIAX,11/1/93,US Fund Multisector Bond,No,8/10/18,Neutral,Positive,Neutral,Negative,Neutral,Negative,3.00,1.06,61,"301,127,815.00",51,"-36,122,535.83",64,"-109,824,298.35",68,"-213,834,196.11",66,-10.76,64,16.58,9,9.13,9,Dana G. Burns [$0 - None];Robert A. Vanden Assem [$0 - None];John Yovanovic [$0 - None];Anders Faergemann [$0 - None];,4.86,20,5.05,19,33.34,25,1.34,81,5.70,74,15.30,67,14.24,65,20.69,22,4.15,39,5.24,36,11.47,72,852,20,10.65,52,0.70,52,48.41,33,25.99,8,1.83,43,0.28,63,0.88,73,5.21,47,3.87,75,3.47,32,0.69,76,1.26,82,0.83,15,44.31,30,-4.14,83,2.52,67,3.84,36,0.43,74,-0.35,85,0.89,21,-5.93,67,41.00,28,5.77,67,4.72,33,1.10,79,1.13,81,1.07,10,40.04,30,-5.93,53,5.39,70,5.94,53,0.68,76,0.20,83,1.23,37,-19.80,53,42.86,40,2.22,37,-4.36,69,-5.62,86,-2.68,80,-5.37,73,-0.47,78,-3.34,92,-1.64,85,-2.57,72,-15.63,67,27.54,45
AlphaCentric Income Opportunities I,IOFIX,5/28/15,US Fund Multisector Bond,No,,,,,,,,5.00,1.49,97,"2,961,287,246.00",12,"604,153,936.87",5,"2,501,079,484.32",4,,,26.15,17,4.17,62,4.17,48,"Brian H. Loo [$100,001 - $500,000];Garrett Smith [$100,001 - $500,000];Tom Miner [$1,000,001 and above];",4.94,18,,,,,,,,,,,,,,,,,,,12.25,67,466,32,0.00,89,0.00,69,0.00,95,8.33,36,4.00,31,3.83,24,76.57,1,6.08,39,9.81,1,2.58,68,3.01,2,7.63,1,0.24,88,6.64,91,-0.87,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.92,1,3.74,4,5.37,1,4.14,1,-0.78,31,,,,
American Beacon TwentyFour Strat Inc Y,TFGYX,4/3/17,US Fund Multisector Bond,No,,,,,,,,,0.82,74,"66,957,942.00",71,"-32,601,623.34",60,,,,,-32.73,92,2.25,79,1.98,80,Gary Kirk [$0 - None];Eoin Walsh [$0 - None];Felipe Villarroel [$0 - None];Mark Holman [$0 - None];Pierre Beniguel [$0 - None];,5.05,14,,,,,,,,,,,,,,,,,,,35.79,30,119,68,26.50,18,0.79,49,44.87,39,0.00,80,0.00,71,0.00,73,1.98,65,4.48,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,28,0.29,33,-1.81,54,,,,
American Century Strategic Income I,ASIGX,4/10/17,US Fund Multisector Bond,No,,,,,,,,3.00,0.66,36,"23,438,324.00",88,"6,601,882.41",31,"13,660,853.33",40,"21,291,712.06",33,40.02,15,5.00,56,3.05,66,"Robert V. Gahagan [$0 - None];Jeffrey L. Houston [$0 - None];Brian Howell [$100,001 - $500,000];Charles Tan [$0 - None];Jason Greenblath [$0 - None];",3.76,61,3.49,61,22.28,45,4.60,37,9.67,49,29.47,15,19.09,38,11.47,62,2.94,52,0.48,68,21.99,45,207,61,,,,,,,,,,,,,,,,,4.52,53,2.57,69,1.16,38,2.16,52,0.61,49,43.59,32,-1.63,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.30,46,-2.84,38,0.62,52,-1.02,52,-0.11,44,-1.63,48,,,,
Ancora Income I,AAIIX,1/5/04,US Fund Multisector Bond,No,,,,,,,,4.00,1.65,99,"32,470,291.00",84,"-238,536.83",44,"-1,400,685.28",43,"3,035,950.05",40,-0.70,46,15.50,11,15.50,1,"Richard A. Barone [$100,001 - $500,000]",3.82,60,1.71,90,41.32,16,1.56,76,7.17,62,26.03,26,7.00,82,4.20,87,1.58,67,11.15,13,37.10,29,50,79,11.77,49,0.13,65,16.67,82,2.08,59,0.46,57,0.19,67,2.69,60,7.79,26,3.94,74,4.20,5,0.60,85,1.16,84,0.96,4,41.48,34,-4.03,82,4.68,9,4.00,29,0.93,19,1.73,14,0.90,17,-4.03,33,37.99,34,7.12,28,4.31,58,1.50,17,3.22,21,0.85,58,30.42,58,-6.46,65,5.59,53,8.13,7,0.54,96,0.52,63,1.23,34,-25.24,83,23.07,96,0.67,77,-0.58,20,-6.46,98,0.36,14,0.00,17,-2.47,93,-1.46,59,-0.22,47,-3.34,90,-10.29,35,27.48,48
Anfield Universal Fixed Income ETF,AFIF,9/18/18,US Fund Multisector Bond,No,,,,,,,,,1.00,,"28,439,421.00",86,,,,,,,,,0.83,89,0.83,89,David Young [$0 - None];Cyrille Conseil [$0 - None];Peter Van de Zilver [$0 - None];,,,,,,,,,,,,,,,,,,,,,25.19,38,117,69,1.90,79,0.16,64,64.09,9,22.33,13,0.01,69,0.05,69,4.01,55,5.56,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.32,22,,,,
Angel Oak Multi-Strategy Income Instl,ANGIX,8/16/12,US Fund Multisector Bond,No,,,,,,,,4.00,1.11,90,"7,679,816,003.00",4,"454,024,996.40",6,"2,777,712,958.56",3,"4,281,673,998.06",2,6.28,30,6.25,44,3.82,53,"Berkin Kologlu [$100,001 - $500,000];Sreeniwas (Sreeni) V. Prabhu [$100,001 - $500,000];Sam Dunlap [$0 - None];Colin McBurnette [$10,001 - $50,000];Kin Lee [$0 - None];",4.98,17,1.98,86,6.50,87,5.10,32,6.00,71,9.70,90,5.60,87,3.80,89,42.30,1,21.00,4,-12.83,97,"2,608",2,0.00,89,0.00,88,9.59,84,5.65,49,63.61,2,9.20,6,25.26,10,5.64,42,5.63,21,1.32,97,2.82,3,3.89,13,0.11,95,4.42,93,-0.20,1,3.88,17,2.21,94,1.32,6,2.84,2,0.04,97,-5.28,52,0.19,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.63,44,0.78,8,-5.23,72,3.32,6,2.99,6,2.11,7,0.11,17,,,,
Aristotle Strategic Credit,ARSSX,12/31/14,US Fund Multisector Bond,No,,,,,,,,4.00,0.62,9,"5,249,536.00",99,"40,403.76",40,"-4,107,231.18",47,,,0.40,38,4.58,60,4.58,43,"Douglas Lopez [$100,001 - $500,000];Terence Reidt [$100,001 - $500,000];",4.25,47,,,,,,,,,,,,,,,,,,,22.28,44,112,72,0.00,89,0.00,69,70.47,6,0.00,80,0.00,71,0.00,73,0.00,86,0.60,81,5.17,32,2.85,58,1.26,29,3.11,25,0.38,84,13.50,83,-2.94,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.50,76,2.57,11,0.42,27,0.54,26,-2.94,84,,,,
Ascendant Deep Value Bond I,AEQIX,10/5/11,US Fund Multisector Bond,No,,,,,,,,,3.38,100,"45,720,826.00",78,"18,667,306.72",24,"35,220,000.70",36,"14,876,243.70",36,69.12,8,5.33,52,5.33,38,"James H. Lee [$100,001 - $500,000]",1.94,97,,,11.16,71,0.75,84,3.24,91,6.69,94,24.64,18,42.13,1,7.26,16,4.13,43,91.12,13,15,90,1.83,80,0.00,89,2.93,90,7.93,40,6.19,19,3.21,26,42.08,3,9.96,19,3.66,82,3.80,14,0.57,86,1.96,60,0.18,93,1.71,97,-5.99,97,-0.58,100,4.19,25,-0.34,100,-1.73,97,0.14,95,-13.53,97,0.90,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,2,-6.02,98,-8.95,96,1.99,16,2.14,11,1.14,15,-5.62,99,,,,
BlackRock Credit Strategies Income Instl,BMSIX,2/26/10,US Fund Multisector Bond,No,,,,,,,,4.00,0.63,28,"969,361,026.00",25,"387,431,121.52",9,"532,686,413.48",13,"654,173,105.29",13,68.15,9,7.00,39,3.80,54,"James Keenan [$1,000,001 and above];Jeffrey Cucunato [$500,001 - $1,000,000];Mitchell S. Garfin [$100,001 - $500,000];Jose Aguilar [$10,001 - $50,000];Artur Piasecki [$10,001 - $50,000];",4.62,30,3.34,69,10.00,77,0.35,89,5.09,77,18.78,56,23.24,25,33.28,4,3.99,42,5.28,35,9.36,80,"1,792",4,4.15,73,1.65,40,44.43,42,0.16,74,0.96,53,1.04,46,8.26,40,15.84,11,5.58,24,2.78,59,1.43,19,3.47,20,0.40,83,15.89,78,-2.56,41,4.17,13,3.01,66,1.07,10,2.30,7,0.41,89,-3.08,17,14.00,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,89,-0.20,16,-0.33,7,-0.97,37,-2.95,39,1.76,22,0.69,21,0.93,21,-2.56,71,,,,
BMO Strategic Income I,MGIIX,5/31/07,US Fund Multisector Bond,No,,,,,,,,3.00,0.55,8,"78,029,229.00",68,"-14,786,691.80",55,"-73,959,197.90",64,"-101,825,310.10",58,-15.86,75,5.92,46,3.47,59,"Scott M. Kimball [$0 - None];Frank J. Reda [$0 - None];Janelle E. Woodward [$10,001 - $50,000];",4.71,24,5.08,18,16.41,58,4.43,38,2.63,95,24.11,35,22.34,28,20.24,25,9.84,10,0.00,82,16.17,56,154,67,2.38,77,3.77,22,63.26,11,11.14,30,13.10,13,2.69,27,1.34,68,2.31,71,3.99,68,3.50,30,0.73,75,1.68,73,0.60,53,23.87,68,-2.60,43,3.80,19,2.94,70,0.98,17,1.48,17,0.61,67,-2.60,10,33.63,45,4.41,81,2.84,93,1.36,35,1.09,86,0.72,76,51.00,17,-3.66,7,4.46,90,2.94,100,1.03,4,0.76,53,0.72,96,-3.75,4,60.06,7,0.43,83,2.05,4,-3.66,45,1.37,4,1.81,6,-1.87,89,-1.47,61,-0.60,57,-2.35,68,0.21,10,13.11,90
BNY Mellon Yield Enhancement Strategy I,DABKX,3/7/14,US Fund Multisector Bond,No,,,,,,,,4.00,0.68,43,"424,920,773.00",47,"-64,704,204.43",72,"-17,238,325.97",55,"115,186,777.06",27,-13.26,70,5.33,52,4.50,45,Jeffrey M. Mortimer [$0 - None];Caroline Lee-Tsao [$0 - None];,4.34,39,3.24,72,5.35,89,13.09,4,13.62,18,19.79,48,14.11,67,25.88,10,2.48,57,5.68,32,100.00,1,6,100,6.61,66,0.50,56,25.99,69,0.05,78,0.00,71,0.00,73,1.45,67,3.67,59,4.40,58,2.23,82,1.29,28,2.22,49,0.48,67,35.72,47,-1.77,25,3.45,32,2.53,86,1.00,15,1.31,26,0.53,79,-3.34,24,34.18,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30,27,-3.34,49,0.42,56,0.87,17,1.13,16,-1.57,47,,,,
Boyd Watterson Limited Dur Enh Inc I,BWDIX,4/13/17,US Fund Multisector Bond,No,,,,,,,,,0.62,25,"233,994,921.00",55,"67,626,375.74",19,"221,647,848.45",25,,,40.95,14,3.08,74,3.08,64,"Brian L. Gevry [$1 - $10,000];David M. Dirk [$0 - None];Michael J. Krushena [$0 - None];Brian A Convery [$1 - $10,000];",3.87,59,1.69,92,18.60,54,5.60,28,3.60,88,23.30,39,40.40,2,8.50,70,0.00,92,0.00,82,15.97,58,116,70,4.17,72,0.00,69,64.54,8,1.22,62,0.00,71,4.59,16,21.40,12,2.88,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,35,0.78,18,1.05,18,-1.97,56,,,,
Braddock Multi-Strategy Income Instl,BDKNX,7/31/09,US Fund Multisector Bond,No,,,,,,,,5.00,1.51,96,"482,639,895.00",44,"248,892,625.23",12,"401,059,359.78",20,,,110.21,7,10.00,25,10.00,7,"Garrett Tripp [$100,001 - $500,000];Toby Giordano [$100,001 - $500,000];",4.29,45,,,,,,,,,,,,,,,,,,,15.48,59,209,60,-0.05,100,0.00,69,1.98,92,13.76,25,16.07,10,0.97,47,62.41,2,5.14,48,6.19,11,1.38,95,3.13,1,4.38,8,0.13,94,6.64,89,-0.65,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,14,3.92,3,2.96,3,-0.48,25,,,,
BrandywineGLOBAL Global Flex Income IS,LFLSX,5/31/16,US Fund Multisector Bond,No,,,,,,,,4.00,0.66,36,"6,251,865.00",96,"-7,247.50",43,"-1,491,885.64",44,,,-0.07,44,3.17,71,2.57,72,"Gerhardt (Gary) P. Herbert [$0 - None];Anujeet S. Sareen [$0 - None];John (Jack) P. McIntyre [$0 - None];Brian L. Kloss [$1 - $10,000];Tracy Chen [$0 - None];",3.02,84,,,,,,,,,,,,,,,,,,,41.27,26,71,77,26.79,17,0.00,69,33.83,61,1.12,65,4.73,27,0.00,73,10.43,32,22.61,5,5.59,23,3.73,17,1.08,44,2.81,32,0.90,11,45.49,29,-3.48,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,37,-2.33,79,-1.84,87,-1.02,34,,,,
Cavalier Adaptive Income C,CADAX,2/25/11,US Fund Multisector Bond,No,,,,,,,,3.00,2.36,89,"23,057,795.00",89,"13,933,980.06",28,"13,626,367.64",41,"11,842,721.51",37,139.34,5,2.00,82,2.00,78,Chad Stephens [$0 - None];Matt Boden [$0 - None];Rick Nelson [$0 - None];,2.99,85,,,61.11,3,2.65,54,10.83,38,12.04,83,6.77,83,5.17,82,1.42,71,0.00,82,23.69,39,115,71,0.00,89,0.00,69,0.00,95,0.00,80,78.48,1,0.00,73,13.97,21,5.23,46,3.67,80,2.98,55,0.74,74,1.90,65,0.21,92,3.94,95,-2.71,46,2.46,72,2.87,75,0.55,60,0.73,43,0.37,91,-4.10,36,12.79,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,81,-2.08,39,-2.67,25,-1.47,47,-1.92,29,-0.44,77,4.46,2,3.73,2,1.55,1,,,,
Cavanal Hill Strategic Enhanced Yld Ins,AIENX,12/26/17,US Fund Multisector Bond,No,,,,,,,,,0.76,67,"7,363,619.00",94,"5,827,126.46",32,,,,,58.27,11,1.58,84,1.58,83,Michael P. Maurer [$0 - None];Russell Knox [$0 - None];,3.04,83,5.77,10,52.20,11,7.70,13,9.70,48,9.80,89,15.50,61,1.20,95,2.00,62,1.90,57,47.85,23,60,78,27.38,15,0.00,69,5.50,88,4.34,52,49.47,3,0.00,73,9.59,36,3.71,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,22,0.13,37,1.31,3,,,,
Columbia Diversified Fixed Inc Allc ETF,DIAL,10/12/17,US Fund Multisector Bond,Yes,,,,,,,,,0.28,,"122,090,109.00",64,"1,259,758.05",35,,,,,1.16,36,1.75,83,1.75,81,"Gene R. Tannuzzo [$0 - None];David Janssen [$10,001 - $50,000];",3.47,71,,,,,,,,,,,,,,,,,,,18.03,53,296,51,27.72,14,4.29,19,44.80,41,13.73,26,0.00,71,0.00,73,0.00,86,8.91,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.72,82,-1.31,79,-0.17,20,,,,
Delaware Strategic Income I,DUGIX,6/1/92,US Fund Multisector Bond,No,,,,,,,,2.00,0.59,16,"51,366,720.00",75,"-21,426,196.94",59,"-80,765,403.93",65,"-68,327,153.86",51,-29.43,90,7.67,36,5.24,38,"Paul A. Matlack [$0 - None];John P. McCarthy [$0 - None];J. David Hillmeyer [$1 - $10,000];Craig C. Dembek [$0 - None];Daniela M. Mardarovici [$0 - None];Adam H. Brown [$0 - None];",4.50,34,3.48,63,20.18,50,5.77,24,10.93,37,27.13,21,12.67,71,19.43,26,3.89,45,0.00,82,-1.61,95,424,35,3.62,75,-10.60,93,53.03,24,9.27,34,5.60,22,5.79,12,6.85,44,15.08,13,2.41,96,3.08,49,0.32,96,-0.08,95,0.76,22,48.18,23,-4.37,85,2.48,70,2.98,67,0.53,63,-0.37,86,0.86,24,-4.37,43,64.45,9,4.84,76,3.37,83,1.26,42,0.32,90,1.04,21,73.01,7,-4.71,30,4.67,86,3.74,86,0.86,27,-0.06,93,1.05,67,-8.01,14,77.73,1,-0.44,93,1.86,6,-4.71,70,0.10,17,-0.27,18,-2.71,96,-2.93,88,-1.65,86,-2.72,76,-1.25,15,20.06,76
